Address,Bedrooms,Bathrooms,Last Update,Tenancy period,Viewed,Rated by,Rating,Subratings,author_name,author_role,comment_body,comment_time,Rent
79 Stevenage Road London E6,3,1,Mar 07 2017,Apr 2016 - Apr 2017,26 times,sandra20,-2.2/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': ''}",,,,,£1550
6 Rembrandt Close London E14,3,2,Apr 18 2016,Oct 2015 - Apr 2016,128 times,sabinaioana25,4.8/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Sabinaioana25,Tenant,"1. The house/flat is much too noisy - as someone goes up and down the stairs, the sound is three times as loud. 
2. The heating in my room is awful - there is always a draft coming from the wooden-frame window and also from under the door from the outside.
3. Cleaning service is very poor; almost non-existent.
4. Shower drainage is always completely blocked and makes it very gross to take showers.
5. There is no window in the kitchen, thus all the smell and/or smoke from cooking doesn\'t really go anywhere.
6. There are no locks at the room doors, which is simply appalling in this century. 
7. The front door  has a weird locking system, which makes it hard to to close from the outside. Basically, the people living there must slam it really really hard and they make a lot of ruckus as a result.",18-04-2016 04:35 PM,£850
"57 Thorpe Road
LONDON
E7 9EA
UNITED KINGDOM",1,1,Feb 22 2021,Jan 2006 - Mar 2014,4 times,xochiquetzal,4.9/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0.75', 'Rodents/Insects': '0', 'Induction': '0.25', 'Parking': '', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Xochiquetzal,Tenant,"Landlord rented this property as two flats and never declared to council. The heating was controlled by him I had no access to it and he turned it off all winter except for two hours a day when I was not at home. As a result I had severe health issues and I had to report him (tats when they discovered he was dodgy) he gave me an eviction notice of two months in response to that but I happily left sooner to a housing association. 
Do not rent from Mr Khan.",22-02-2021 06:07 PM,£900
2 Grosvenor Cottages Plymouth,0,0,Oct 05 2015,Mar 2012 - Jun 2014,1599 times,rockster,-1.7/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.75', 'Rodents/Insects': '-5', 'Induction': '0.5', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0.5', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': ''}",,,,,£0
"First Floor Flat
90 Bishops Bridge Road
LONDON
W2 5AA
UNITED KINGDOM",2,1,Oct 26 2019,Jan 2015 - Sep 2015,95 times,konstantino,8.7/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.5', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£500
"Flat 16
Trentham Court
Victoria Road
LONDON
W3 6AD
UNITED KINGDOM",2,12,Dec 29 2020,Feb 2018 - Aug 2020,21 times,tenant777,-1.3/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0', 'Noise Levels': '0', 'Rodents/Insects': '-5', 'Induction': '0.5', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0.5', 'Deposit refund': '0'}",Tenant777,Tenant,"Very quick and efficient to sign the deal. Once the contract was signed getting any issue done was taking ages. I rented a flat using them for over 18 months and some issues regarding the flat were not fixed during the 18-month tenancy. They try to charge for anything they barely legally can. They double charged me on cleaning - at the check-in and the check-out. When it comes to moving out they arranged viewings without my permission. They didn\'t notify me about bringing people to view the flat so I was surprised to see strangers in the flat during the time when I was still renting. After moving out it is difficult to arrange the return of the deposit. They are not responsive, they don\'t communicate clearly, and generally don\'t seem to care much. I don\'t think they do it on purpose. I think the company is very poorly managed and definitely understaffed.

Updated 13 October 2020: I moved out in July and despite numerous attempts to get the full and complete breakdown of deductions to date it hasn\'t been provided. No deposit returned either.

Updated 9 December 2020: after 6 months of waiting and dozens of emails going back and forth I finally received some of the deposit back. In order to speed the process up I had to agree to some deductions which were completely made up. Luckily it was not much so I just absorbed that cost. I\'m giving them an extra star for finally paying after 6 months since I moved out. Thank you. Not recommended!",29-12-2020 07:53 AM,£1500
142 City Road Wigan,1,1,Apr 09 2016,Jan 2015 - Jan 2016,15 times,wesker,7.6/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '', 'Safety': '1.5', 'Traffic': '', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",Wesker,Tenant,Besides,09-04-2016 08:41 AM,£1000
Flat 7 Holcroft House Ingrave Street London SW11,5,1,Aug 24 2016,Mar 2015 - Feb 2016,907 times,dalejohn,2.5/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£0
"111 Carlyle Road
LONDON
W5 4BP
UNITED KINGDOM",2,1,Jun 09 2023,May 2021 - May 2023,3 times,amaeren,4.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Amaeren,Tenant,House very old and on need of a good refurbishment. Landlady very rude and will make you feel like every issue it’s your fault,09-06-2023 05:34 PM,
20 Palmerston Road London E17,0,0,May 10 2015,Mar 2013 - Sep 2014,751 times,sharktooth,1.0/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.5', 'Landlord/Agents': '0.5', 'Deposit refund': '0'}",,,,,£0
4 Sherbourne Avenue Bradley Stoke Bristol,0,0,Aug 24 2015,Apr 2012 - Apr 2013,27 times,SheriL,8.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£0
"E14 6GH, Flat 604, Celestial House, London",1,1,May 23 2018,Nov 2016 - Jun 2017,284 times,zeshan,5.2/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Zeshan,Tenant,Property is an average property but the landlord agent Maxwell properties is a crook agent. They \'ll first put responsibility on you even if the repair belong to them in the contract. Had to argue for months just to fix the curtains. And then a very high bill at the exit. Charged me £800 for one coffee Mark on the wall. Will try to claim from your deposit so many things which were damaged on day1. My fault was that I trusted them and wasn\'t uptight from beginning. Avoid the property at any cost unless the landlord has changed agent.,23-05-2018 01:31 AM,£1343
"10 Luther Road
TEDDINGTON
TW11 8PU
UNITED KINGDOM",3,2,Feb 11 2019,Aug 2018 - Mar 2019,189 times,colin-childerley,3.5/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£1850
8 Burghill Road Westbury-on-Trym Bristol,2,1,May 05 2016,Jun 2011 - Nov 2015,928 times,jan-foster,8.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.3', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.5', 'Landlord/Agents': '0.5', 'Deposit refund': '1'}",Mitch,Tenant,"Although the property was pleasant, I noticed that after I\'d been there a couple of years the landlord\'s attitude towards me changed. I don\'t know why this was although the elderly woman who lived in the property directly beneath was not only a friend of his wife\'s but was a bit too much of a gossip and always wanted to draw me into nasty conversations about him and his wife. I used to ignore her as I was uncomfortable about this but she was very persistent.
After five years I began to notice that my gas boiler was never checked every year and that the gaps between one boiler service and the next were widening. The landlord started either ignoring things I requested; for example, there was an old - fashioned pantry with a tiny window that was jammed open. I asked that this please be fixed so that I could shut it but it was never done, so the flat was colder than it should have been, resulting in higher bills. I actually started my tenancy in June 2007 and by 2012 mould began appearing on the outside walls of one of the bedrooms and in the hallway, again on the outside wall, despite never drying clothes in rooms with closed windows. When I mentioned this to the landlord all he said was \""this flat has always been damp\"". No measures were taken to fix it so I ended up cleaning the mould off regularly myself. Once I rang him up at home and got his wife instead who was rude and antagonistic for no reason. He himself started complaining about the cost of everything, how poor he was and couldn\'t afford things, etc but I noticed that he bought himself a brand new car, had a boat, had a new roof on his own house and the cottage next door to his which he also owned and managed to afford a three-week cruise last year.
There were originally four Scotch pines at the end of the garden which hung over the washing line and were quite large. I asked if they could be trimmed back but he refused saying that they were a protected species (they aren\'t). When I told him this he said he wasn\'t going to cut them back because his wife liked trees! Yet when the new neighbours moved into a house which backed onto the rear garden on my flat and therefore realised that these trees were a problem, asked to cut the branches down, the landlord\'s wife gave permisdion so the argument didn\'t stand up.
The last straw was in October 2013 when I collapsed in my hallway. In order to get the paramedics to gain access to the flat it needed to be unlocked which I was unable to do so I ended up in a roundabout way getting in touch with the landlord\'s wife. She came around, along with her friend downstairs, who always claimed that she couldn\'t climb stairs yet managed it on that occasion, and they not only allowed the paramedics in but went through some paperwork I was sorting out without my permission (I discovered it had been disturbed when I was discharged from hospital a week later). I also discovered that the landlord\'s wife had given a spare key to my flat to the downstairs neighbour which I apparently agreed to when I was very ill when I collapsed so was in no state to agree to anything. I discovered after being at home for two weeks that certain items were missing from my flat including am old passport, a Christmas present and various small items that I would have not missed immediately. After a months or so I had to have a major operation and again found more items missing after I had returned home. I ended up notifying the police who, after hearing the evidence, said that they were satisfied that it was someone with a spare key but didn\'t have any proof. Prior to that incident I had also had trouble with my bank and for six months my rent wasn\'t being paid on time. I notified the landlord but when it kept happening he became unpleasant and although the rent was always paid I would receive several texts. Once, he even drove to my flat to tell me that my rent was late, instead of texting or ringing. He always got his full rent, however, and had other properties so was never out of pocket. Even after the banking issues were solved he started complaining about the lack of money, being poor/old/ill and I just put it down to his manner but it never stopped him from going on holidays or spending money on his own home. All in all, from the day I moved into that flat until October 2015, I paid a total of £60,200.00 in rent out of which he could have afforded to reduce the trees, solved the damp problems, fix the pantry window and in fact done away with the pantry completely as it was pretty hopeless and done all sorts of other jobs like decorate the flat (it wasn\'t touched the entire time I was there) yet spent it on himself, his home and boat and family. I did get my deposit back but suspect that this was mainly due to the police being involved in 2014 (one police officer said he would speak to the landlord to ask him if the lock could be changed; this he did but when the landlord had to pay £30 for this he complained to me about the cost despite having several years\' worth of rent from me which of course easily  covered the cost of the lock. The police officer concerned also told me that I should be careful as he had spoken to the landlord and found him told be \""extremely unpleasant\"".
I would warn anyone about this man and wife team, as well as the downstairs neighbour who still lives there despite claiming that she hates it, and to ensure that have some form of security cameras installed in the flat to record anything untoward and to be on their guard. Never tell the neighbour anything you do or when you\'re going away, and never discuss the landlord and his wife with her as she will twist your words and it\'ll get back to the landlord. Better still, think twice before taking this flat on, nice though it is.",05-05-2016 04:53 AM,£700
